title,industry,address,website
ORANJEWOUD A,"2000, Industrials",Oranjewoud 8 Antwerpseweg POBox 338 NL-2800 AH Gouda Netherlands,http://www.oranjewoudnv.nl
FNG NV,"3000, ConsumerGoods","FNG NV Bautersemstraat 68A BE-2800 Mechelen, Antwerpen Belgium",http://www.fng.eu
LAVIDE HOLDING,"9000, Technology",Lavide Holding N.V. 67 Herendreef NL-4527 AZ Aardenburg Netherlands,http://www.lavideholding.com
LUCASBOLS,"3000, ConsumerGoods",Lucas Bols N.V. 14 Paulus Potterstraat NL-1071 CZ Amsterdam Netherlands,http://www.lucasbols.com
EUROCASTLE INVEST.,"8000, Financials","Eurocastle Investment Limited Regency Court ,Glategny Esplanade St Peter Port GY1 1WW Guernsey, Channel Islands Guernsey",http://www.eurocastleinv.com
NEDAP,"2000, Industrials",Nedap N.V. 2 Parallelweg PO Box 6 NL-7141 DC Groenlo Netherlands,http://www.nedap.com
HUNTER DOUGLAS,"3000, ConsumerGoods","Hunter Douglas NV 2 Piekstraat PO Box 5072 NL-3071 EL Rotterdam, Zuid-Holland Netherlands",http://www.hunterdouglasgroup.com
ICT GROUP,"9000, Technology",ICT Group 9 Kopenhagen Postbus 121 NL-2993 LL Barendrecht Netherlands,http://www.ict.nl
KAS BANK,"8000, Financials",Kas Bank 500 De Entree PO Box 24001 NL-1101 EE Amsterdam Netherlands,http://www.kasbank.com
VALUE8,"8000, Financials",Value8 N.V. 33 Brediusweg PO Box 26 NL-1400 AA Bussum Netherlands,http://www.value8.com
PORCELEYNE FLES,"3000, ConsumerGoods",Porceleyne Fles 196 Rotterdamseweg Postbus 11 NL-2628 AR Delft Netherlands,http://www.royaldelft.com
CTAC,"9000, Technology",Ctac NV 11 Meerendonkweg PO Box 773 NL-5216 TZ Hertogenbosch Netherlands,http://www.ctac.nl
VIVORYON,"4000, HealthCare","Vivoryon Therapeutics AG Weinbergweg 22 DE-06120 Halle, Sachsen-Anhalt Germany",https://www.vivoryon.com
TETRAGON FIN GRP,"8000, Financials","Tetragon Financial Group 1st Floor, Dorey Court Admiral Park GY1 6HJ St. Peter Port, Guernsey, Channel Islands United Kingdom",http://www.tetragoninv.com
DGB GROUP N.V.,"2000, Industrials",DGB Group N.V. 1a Lange Spruit NL-7773 NE Hardenberg Netherlands,https://dgbgroup.nl/investor-relations/
RETAIL ESTATES,"8000, Financials","Retail Estates Industrielaan 6 BE-1740 Ternat, Vlaams-Brabant Belgium",http://www.retailestates.com
AJAX,"5000, Consumer Services",AFC Ajax 29 Boulevard Arena Po Box 12522 NL-1101 AX Amsterdam Netherlands,http://www.ajax.nl
HAL TRUST,"8000, Financials",Hal Trust 5 Avenue des Citronniers MC-98000 Monaco Cedex Monaco,http://www.halholding.com
AND INTERNATIONAL,"5000, Consumer Services",AND International Publishers N.V. 9th floor 75 Rivium Quandrant NL-2909 LC Capelle aan den Ljssel Netherlands,http://www.and.com
DUTCH STAR C SHAR,"8000, Financials",Dutch Star Companies ONE N.V. 2E Hondecoeterstraat NL-1071 LR Amsterdam Netherlands,https://www.dutchstarcompanies.com/home.html
SLIGRO FOOD GROUP,"5000, Consumer Services",Sligro Food Group 11 Corridor PO Box 47 NL-5460 AA Veghel Netherlands,http://www.sligrofoodgroup.com
NEWAYS ELECTRONICS,"2000, Industrials",Neways Electronics International 5010 Science Park Eindhoven PO Box 69 NL-5690 AB Son Netherlands,http://www.neways.nl
ALFEN,"2000, Industrials",Alfen 28 Hefbrugweg PO Box 1042 NL-1332 AP Almere Netherlands,https://alfen.com/en
FASTNED,"5000, Consumer Services",Fastned B.V. 77-79 James Wattstraat NL-1097 DL Amsterdam Netherlands,https://fastned.nl/en
ACCELL GROUP,"3000, ConsumerGoods",Accell Group 4 Industrieweg Po Box 435 NL-8444 AR Heerenveen Netherlands,http://www.accell-group.com
EASE2PAY NV,"3000, ConsumerGoods","Ease2pay N.V. 16 Marconistraat NL-3029 AK Rotterdam, Zuid-Holland Netherlands",https://investor.ease2pay.eu/
KENDRION,"2000, Industrials",Kendrion N.V. Vesta Building - 5th floor 213 Herikerbergweg NL-1101 CN Amsterdam Netherlands,http://www.kendrion.com
NEW SOURCES ENERGY,"9000, Technology","New Sources Energy 11 Schothosterlaan NL-3822 NA Amersfoort, Utrecht Netherlands",http://www.newsourcesenergy.com
VASTNED,"8000, Financials",Vastned Retail N.V. 7 de Boelelaan PO Box 22276 NL-1100 CG Amsterdam Netherlands,http://www.vastned.com
COCA-COLA EUROPEAN,"3000, ConsumerGoods","Coca-Cola European Partners plc Pemberton House 20-22 Bakers Road UB8 1EZ Uxbridge, Greater London United Kingdom",https://www.ccep.com
SIF HOLDING,"0001, Oil & Gas",Sif Group 33 Mijnheerkensweg PO Box 522 NL-6040 AM Roermond Netherlands,http://sif-group.com/en/
VOLTA FINANCE,"8000, Financials","Volta Finance BNP Paribas House St Julian s Avenue, St Peter Port GY1 1WG Guernsey, Channel Islands Guernsey",http://www.voltafinance.com
MKB Nedsense,"9000, Technology",NedSense Enterprises n.v. 2B Laanakkerweg PO Box 44 NL-4131 PA Vianen Netherlands,http://www.nedsense.com/english/default.asp
AMSTERDAM COMMOD.,"3000, ConsumerGoods","Amsterdam Commodities N.V. WTC - 10th floor 37 Beursplein PO Box 30156 NL-3001 DD Rotterdam, Zuid-Holland Netherlands",http://www.acomo.nl
V LANSCHOT KEMPEN,"8000, Financials",Van Lanschot Kempen 29 Hooge Steenweg Po Box 1021 NL-5200 HC Hertogenbosch Netherlands,https://www.vanlanschotkempen.com/en
DPA GROUP,"2000, Industrials",DPA Group NV 11 Gatwickstraat NL-1043 GL Amsterdam Netherlands,http://www.dpa.nl
CORBION,"3000, ConsumerGoods",Corbion N.V 127 Piet Heinkade PO Box 349 NL-1019 GM Amsterdam Netherlands,http://www.corbion.com/
WDP,"8000, Financials","Warehouses De Pauw Blakebergen 15 BE-1861 Wolvertem, Meise, Vlaams-Brabant Belgium",http://www.wdp.be
MAREL,"2000, Industrials",Marel hf. 9 Austurhraun IS-210 Gardabaer Iceland,https://marel.com/
ACCSYS,"2000, Industrials",Accsys Technologies PLC Brettenham House 19 Lancaster Place WC2E 7EN London United Kingdom,http://www.accsysplc.com
BASIC-FIT,"5000, Consumer Services",Basic-Fit NV 60 Wegalaan NL-2132 JC Hoofddorp Netherlands,http://corporate.basic-fit.com
B&S Group,"5000, Consumer Services",B&S Group 14 Rue de Strachen LU-6933 Mensdorf Luxembourg,https://www.bs-group-sa.com
WESSANEN,"3000, ConsumerGoods","Wessanen Atlas Arena - Asïa building, 2nd floor 5 Hoogoorddreef PO Box 12795 NL-1101 BA Amsterdam Netherlands",http://www.wessanen.com
AVANTIUM,"1000, BasicMaterials",Avantium N.V. 29 Zekeringstraat NL-1014 BV Amsterdam Netherlands,http://www.avantium.com
HEINEKEN HOLDING,"3000, ConsumerGoods",Heineken Holding 5 Tweede Weteringplantsoen PO Box 28 NL-1017 ZD Amsterdam Netherlands,http://www.heinekeninternational.com
ROODMICROTEC,"9000, Technology",RoodMicrotec N.V. 29 D1 Zutphenseweg NL-7418 AH Deventer Netherlands,https://www.roodmicrotec.com/en/
NIBC HOLDING,"8000, Financials",NIBC Holding 4 Carnegieplein PO Box 380 NL-2517 The Hague Netherlands,https://www.nibc.com
ALUMEXX N.V.,"9000, Technology",Alumexx N.V. 30 Leerlooierstraat NL-4871 EN Etten-Leur Netherlands,http://www.phelixnv.com/home
INTERTRUST,"8000, Financials",Intertrust 200 Prins Bernhardplein PO Box 990 NL-1000 AZ Amsterdam Netherlands,http://www.intertrustgroup.com
BETER BED,"5000, Consumer Services",Beter Bed Holding NV 27 Linie PO Box 716 NL-5400 AS Uden Netherlands,https://beterbedholding.com/
TKH GROUP,"2000, Industrials",TKH Group N.V. 15 Spinnerstraat PO Box 5 NL-7480 AA Haaksbergen Netherlands,http://www.tkhgroup.com
BRUNEL INTERNAT,"2000, Industrials",Brunel International NV 33 John M. Keynesplein PO Box 9081 NL-1066 EP Amsterdam Netherlands,https://www.brunelinternational.net/
ADYEN,"2000, Industrials",Adyen N.V. 6 Simon Carmiggeltstraat PO Box 10095 NL-1011 DJ Amsterdam Netherlands,http://www.adyen.com
KARDAN,"8000, Financials",Kardan 85B de Cuserstraat NL-1081 CN Amsterdam Netherlands,http://www.kardan.nl
VEON,"6000, Telecommunications",VEON 88 Claude Debussylaan NL-1082 MD Amsterdam Netherlands,https://veon.com
EUROCOMMERCIAL,"8000, Financials",Eurocommercial Properties 469 Herengracht Po Box 15542 NL-1017 BS Amsterdam Netherlands,http://www.eurocommercialproperties.com
KIADIS,"4000, HealthCare",Kiadis Pharma N.V. 25A Paasheuvelweg NL-1105 BP Amsterdam Netherlands,http://www.kiadis.com
PERSHING,"8000, Financials","Pershing Square Holdings 1st Floor Royal Chambers St. Julian s Avenue GY1 3JX St. Peter Port, Guernsey, Channel Islands United Kingdom",http://pershingsquareholdings.com
HEIJMANS,"2000, Industrials","Heijmans 65 Graafsebaan Po Box 2 NL-5240 BB Rosmalen, Noord-Brabant Netherlands",http://www.heijmans.nl
ARCADIS,"2000, Industrials",Arcadis NV 97-103 Gustav Mahlerplein PO Box 7895 NL-1082 MS Amsterdam Netherlands,http://www.arcadis.com
FORFARMERS,"3000, ConsumerGoods",ForFarmers 12 Kwinkweerd NL-7241 CW Lochem Netherlands,http://www.forfarmersgroup.eu
FLOW TRADERS,"8000, Financials",Flow Traders 9 Jacob Bontiusplaats NL-1018 LL Amsterdam Netherlands,www.flowtraders.com/investors
GRANDVISION,"5000, Consumer Services","GrandVision Tower C, 6th floor 1-80 Evert van de Beekstraat NL-1118 CL Schiphol Netherlands",http://www.grandvision.com
ASM INTERNATIONAL,"9000, Technology",ASM International 8 Versterkerstraat NL-1322 AP Almere Netherlands,http://www.asm.com
VOLKERWESSELS,"2000, Industrials",Koninklijke VolkerWessels 9 Podium NL-3826 PA Amersfoort Netherlands,https://www.volkerwessels.com
CURETIS,"4000, HealthCare","Curetis N.V. Max-Eyth-Strasse 42 DE-71088 Holzgerlingen, Baden-Württemberg Germany",http://www.curetis.com/en.html
BOUSSARD GAVAUDAN,"8000, Financials",Boussard and Gavaudan Holding Limited 1 VINE Street W1J 0AH London United Kingdom,https://www.bgholdingltd.com
IMCD,"1000, BasicMaterials","IMCD 32 Wilhelminaplein NL-3072 DE Rotterdam, Zuid-Holland Netherlands",http://www.imcdgroup.com
VOPAK,"2000, Industrials","Royal Vopak 10 Westerlaan PO Box 863 NL-3000 AW Rotterdam, Zuid-Holland Netherlands",http://www.vopak.com
ORDINA,"9000, Technology",Ordina 1 Ringwade PO Box 7101 NL-3439 LM Nieuwegein Netherlands,http://www.ordina.com/
TAKEAWAY,"5000, Consumer Services",Takeaway.com 80 Oosterdoksstraat NL-1011 DK Amsterdam Netherlands,https://corporate.takeaway.com
WERELDHAVE,"8000, Financials","Wereldhave WTC Schiphol, Tower A, 3rd floor 233 Boulevard Schiphol PO Box 75837 NL-1118 BH Schiphol Netherlands",http://www.wereldhave.com
BOSKALIS WESTMIN,"2000, Industrials","Boskalis Westminster NV 20 Rosmolenweg PO Box 43 NL-3350 AA Papendrecht, Zuid-Holland Netherlands",https://www.boskalis.com/
EURONEXT,"8000, Financials",Euronext N.V. 5 Beursplein. NL-1000 GD Amsterdam Netherlands,https://www.euronext.com
OCI,"2000, Industrials",OCI NV 19 Honthorststraat NL-1071 DC Amsterdam Netherlands,http://www.oci.nl
AALBERTS NV,"2000, Industrials",Aalberts NV 18 Stadsplateau PO Box 1218 NL-3521 AZ Utrecht Netherlands,http://www.aalberts.com
GALAPAGOS,"4000, HealthCare","Galapagos Generaal De Wittelaan L11 A3 BE-2800 Mechelen, Antwerpen Belgium",http://www.glpg.com
HEINEKEN,"3000, ConsumerGoods",Heineken 21 Tweede Weteringplantsoen PO Box 28 NL-1000 AA Amsterdam Netherlands,http://www.heinekeninternational.com
AMG,"2000, Industrials",AMG Advanced Metallurgical Group N.V. Toren C 1343 Strawinskylaan NL-1077 XX Amsterdam Netherlands,http://www.amg-nv.com
TOMTOM,"9000, Technology",TomTom 154 De ruijterkade NL-1011 AC Amsterdam Netherlands,http://www.tomtom.com
ASR NEDERLAND,"8000, Financials",ASR Nederland N.V. 10 Archimedeslaan PO Box 2072 NL-3584 BA Utrech Netherlands,http://asrnl.com
WOLTERS KLUWER,"5000, Consumer Services",Wolters Kluwer 2 Zuidpoolsingel PO Box 1030 NL-2400 BA Alphen aan den Rijn Netherlands,http://www.wolterskluwer.com
UNIBAIL-RODAMCO-WE,"8000, Financials",Unibail-Rodamco-Westfield 7 Place du Chancelier Adenauer FR-75016 Paris France,https://www.urw.com
FAGRON,"4000, HealthCare","Fagron Venecoweg 20A BE-9810 Nazareth, Oost-Vlaanderen Belgium",http://investors.fagron.com
SBM OFFSHORE,"0001, Oil & Gas",SBM Offshore 1-77 Evert van de Beekstraat PO Box 31 NL-1118 CL Schiphol Netherlands,http://www.sbmoffshore.com
SIGNIFY NV,"2000, Industrials",Signify 48 High Tech Campus NL-5656 AE Eindhoven Netherlands,http://www.signify.com/investors
APERAM,"1000, BasicMaterials",Aperam 12C Rue Guillaume Kroll LU-1882 Luxemburg Luxembourg,http://www.aperam.com
BE Semiconductor,"9000, Technology",BE Semiconductor Industries NV 6 Ratio NL-6921 RW Duiven Netherlands,https://www.besi.com/
RANDSTAD NV,"2000, Industrials",Randstad N.V. 25 Diemermere Po Box 12600 NL-1112 TC Diemen Netherlands,https://www.randstad.com
PROSUS,"9000, Technology",Prosus N.V. 105 Taurusavenue NL-2132 LS Hoofddorp Netherlands,https://www.prosus.com
AKZO NOBEL,"1000, BasicMaterials",Akzo Nobel N.V. 2 Christian Neefestraat PO Box 75730 NL-1077WW Amsterdam Netherlands,http://www.akzonobel.com
FUGRO,"0001, Oil & Gas",Fugro N.V. 10 Veurse Achterweg NL-2264 SG Leidschendam Netherlands,http://www.fugro.com
DSM KON,"1000, BasicMaterials",Royal DSM 1 Het Overloon PO Box 6500 NL-6401 JH Heerlen Netherlands,http://www.dsm.com
ASML HOLDING,"9000, Technology",ASML Holding N.V. 6501 De Run NL-5504 DR Veldhoven Netherlands,http://www.asml.com
SAINT GOBAIN,"2000, Industrials",Saint-Gobain Les Miroirs 18 Avenue d&#039;Alsace FR-92400 Courbevoie France,http://www.saint-gobain.com
NN GROUP,"8000, Financials",NN Group N.V. 65 Schenkkade PO Box 93604 NL-2595 AS Den Haag Netherlands,https://www.nn-group.com
RELX,"5000, Consumer Services",RELX 1-3 Strand WC2N 5JR London United Kingdom,http://www.relx.com
UNILEVER,"3000, ConsumerGoods","Unilever N.V. 455 Weena PO Box 760 NL-3000 DK Rotterdam, Zuid-Holland Netherlands",http://www.unilever.com
AIR FRANCE -KLM,"5000, Consumer Services",Air France-KLM 2 Rue de Robert-Esnault-Pelterie BP 93290 FR-75007 Paris France,http://www.airfranceklm.com
BAM GROEP KON,"2000, Industrials",Royal BAM Group 9 Runnenburg PO Box 20 NL-3981 AZ Bunnik Netherlands,http://www.bam.nl
PHARMING GROUP,"4000, HealthCare","Pharming Group 24 Darwinweg POBox 451 NL-2333 CR Leiden, Zuid-Holland Netherlands",http://www.pharming.com
ABN AMRO BANK N.V.,"8000, Financials",ABN AMRO Bank N.V. 10 Gustav Mahlerlaan PO Box 283 NL-1082 PP Amsterdam Netherlands,https://www.abnamro.com
AHOLD DEL,"5000, Consumer Services",Ahold Delhaize N.V. 11 Provincialeweg NL-1506 MA Zaandam Netherlands,http://www.ahold.com
ALTICE EUROPE N.V.,"6000, Telecommunications",Altice Europe N.V. 200 Prins Bernhardplein NL-1097 JB Amsterdam Netherlands,http://www.altice.net
ROYAL DUTCH SHELLA,"0001, Oil & Gas",Royal Dutch Shell 30 Carel van Bylandtlaan PO Box 162 NL-2596 HR Den Haag Netherlands,http://www.shell.com
POSTNL,"2000, Industrials",PostNL 23 Prinses Beatrixlaan NL-2595 AK Den Haag Netherlands,http://www.postnl.nl
AEGON,"8000, Financials",Aegon N.V. 50 Aegonplein PO Box 85 NL-2591 TV Den Haag Netherlands,http://www.aegon.com
KPN KON,"6000, Telecommunications",Royal KPN 123 Wilhelminakade PO Box 30000 NL-3072 AP Rotterdam Netherlands,http://www.kpn.com
ARCELORMITTAL SA,"1000, BasicMaterials",ArcelorMittal 24-26 Boulevard d&#039;Avranches LU-1160 Luxemburg Luxembourg,http://www.arcelormittal.com
ING GROEP N.V.,"8000, Financials",ING Groep N.V. Amsterdamse Poort 888 Bijlmerplein PO Box 1800 NL-1102 MG Amsterdam Netherlands,http://www.ing.com
HOSTELWORLD GROUP,"5000, Consumer Services","Hostelworld Group plc One Central Park IE-D18 Dublin, Leinster Ireland",http://www.hostelworldgroup.com
MINCON GROUP PLC,"2000, Industrials","Mincon Group plc Smithstown Industrial Estate IE- Shannon, Clare Ireland",http://www.mincon.com
DRAPER ESPRIT PLC,"8000, Financials",Draper Esprit plc 20 Garrick Street WC2E 9BT London United Kingdom,https://draperesprit.com/investors/plc
DONEGAL INVESTMENT,"3000, ConsumerGoods","Donegal Investment Group plc Ballyraine IE- Letterkenny, Donegal Ireland",http://www.donegaligroup.com/investor-centre
MALIN CORP. PLC,"4000, HealthCare",Malin Corporation 2 Harbour Square IE-A96 D6R0 Dun Laoghaire Ireland,http://www.malinplc.com
ABBEY PLC,"3000, ConsumerGoods","Abbey plc 9 Abbey House Main Street IR- Clonee, Meath Ireland",http://abbeyplc.ie
CPL RESOURCES PLC.,"2000, Industrials","Cpl Resources 8-34 Percy Place IE-DO4 P5K3 Dublin, Leinster Ireland",http://www.cpl.ie
ORIGIN ENT. PLC,"3000, ConsumerGoods","Origin Enterprises Plc Citywest Business Campus 4-6 Riverwalk IE-D24 Dublin, Leinster Ireland",http://www.originenterprises.ie
FBD HOLDINGS PLC,"8000, Financials","FBD Holdings Fbd House Bluebell IE-D12 Dublin, Leinster Ireland",http://www.fbdgroup.com
FLUTTER ENTERTAIN,"5000, Consumer Services","Flutter Entertainment plc Power Tower, Belfield Office Park Beech Hill Road IE-D4 Dublin, Leinster Ireland",https://www.flutter.com
KERRY GROUP PLC,"3000, ConsumerGoods","Kerry Group Tralee Prince&#039;&#039;s Street IE-M Kerry, Munster Ireland",http://www.kerrygroup.com
APPLEGREEN PLC,"0001, Oil & Gas","Applegreen plc Block 17 Joyce Way IE-D12 Dublin, Leinster Ireland",http://applegreenstores.com/ie
ARYZTA AG,"3000, ConsumerGoods","Aryzta 41 Talacker CH-8001 Zürich, Zürich Switzerland",http://www.aryzta.com
UNIPHAR PLC,"4000, HealthCare",Uniphar Plc Citywest Business Park 4045 Kingswood Road IE-D24 VO6K Dublin Ireland,https://www.uniphar.ie/
KINGSPAN GROUP PLC,"2000, Industrials","Kingspan Group Kingscourt Dublin Road IE- Cavan, Ulster Ireland",http://www.kingspan.com
SMURFIT KAPPA GP,"2000, Industrials","Smurfit Kappa Group Beech hill, Clonskeagh 4 IE-D4 Dublin, Leinster Ireland",http://www.smurfitkappa.com
GREENCOAT REN.,"8000, Financials","Greencoat Renewables Riverside One Sir John Rogerson s Quay IE-D2 Dublin, Leinster Ireland",http://www.greencoat-renewables.com
IRISH RES. PROP.,"8000, Financials","Irish Residential Properties REIT Unit 4B Lazer Lane Grand Canal Square IE-D2 Dublin, Leinster Ireland",http://www.iresreit.ie
PERM. TSB GP. HOLD,"8000, Financials","Permanent TSB Group Holdings plc 56-59 Saint Stephen s Green IE-D2 Dublin, Leinster Ireland",http://www.permanenttsbgroup.ie
TOTAL PRODUCE PLC,"5000, Consumer Services","Total Produce Charles McCann Building Rampart Road IE- Dundalk, Leinster Ireland",http://www.totalproduce.com
IRISH CONT. GP.,"5000, Consumer Services","Irish Continental Group Ferryport Alexandra Road IE-D1 Dublin, Leinster Ireland",http://www.icg.ie
GLANBIA PLC,"3000, ConsumerGoods","Glanbia plc Glanbia House Ring Road IE-R95 E866 Kilkenny, Leinster Ireland",http://www.glanbia.com
HIBERNIA REIT PLC,"8000, Financials","Hibernia REIT plc South Dock House, Hanover Quay IE-D02 XW94 Dublin, Leinster Ireland",https://www.hiberniareit.com
GREEN REIT PLC,"8000, Financials","Green REIT 32 Molesworth Street IE-DO2 Y512 Dublin, Leinster Ireland",http://www.greenpropertyreit.com
CRH PLC ord,"2000, Industrials",CRH PLC 42 Fitzwilliam Square IE-D02 R279 Dublin 2 Ireland,https://www.crh.com/investors
BANK OF IRELAND GP,"8000, Financials","Bank of Ireland Group plc 40 Mespil Road IE-D4 Dublin, Leinster Ireland",http://www.bankofireland.ie
DALATA HOTEL GP.,"5000, Consumer Services","Dalata Hotel Group plc 4th Floor, Burton Court, Burton Hall Drive IE-D18 Y2T8 Sandyford,Dublin 18 Ireland",https://dalatahotelgroup.com/investors/
GLENVEAGH PROP.PLC,"2000, Industrials","Glenveagh Properties PLC 15 Merrion Square North IE-D1 Dublin, Leinster Ireland",http://www.glenveagh.ie
AIB GROUP PLC,"8000, Financials","Allied Irish Banks p.l.c. Bankcentre Ballsbridge PO Box 452 IE-D4 Dublin, Leinster Ireland",http://www.aibgroup.com
CAIRN HOMES PLC,"8000, Financials",Cairn Homes plc 7 Grand Canal Street IE-D02 KW81 Dublin 2 Ireland,https://www.cairnhomes.com
SPORTING,"5000, Consumer Services",Sporting Clube de Portugal-Futebol Rua Estadio José Alvalade PT-1600-616 Lisboa Portugal,http://www.sporting.pt
GLINTT,"9000, Technology","Glintt-Global Intelligent Technologies Beloura Office Park, Edifício 10 Quinta da Beloura PT-2710-693 Sintra Portugal",https://www.glintt.com
RYANAIR HOLD. PLC,"5000, Consumer Services","Ryanair Holdings Airside Business Park Swords IE-D Swords, Leinster Ireland",https://investor.ryanair.com
SONAE IND.SGPS,"2000, Industrials","Sonae Industria, SGPS, SA Lugar do Espido Via Norte - Apartado 1096 PT-4470-177 Maia Portugal",http://www.sonaeindustria.com
VAA VISTA ALEGRE,"3000, ConsumerGoods",VAA-Vista Alegre Atlantis Lugar da Vista Alegre PT-3830-292 Ílhavo Portugal,https://vistaalegre.com/investidores/
TOYOTA CAETANO,"2000, Industrials",Toyota Caetano Avenida Vasco da Gama 1410 PT-4431-956 Vila Nova de Gaia Portugal,http://www.toyotacaetano.pt
Raize,"8000, Financials","Raize Serviços de Gestão S.A. Amoreiras, Torre 3, 17º piso Rua Tierno Galvan PT-1070-274 Lisboa Portugal",https://www.raize.pt
LISGRAFICA,"2000, Industrials","Lisgrafica - Impressão e Artes Graficas, SA Rua Consiglieri Pedroso 90 PT-2730-053 Barcarena Portugal",http://www.lisgrafica.pt
"IBERSOL,SGPS","5000, Consumer Services",Ibersol Edificio Peninsula Praça do Bom Sucesso 105/159 PT-4150-146 Porto Portugal,http://www.ibersol.pt/homepage/
BENFICA,"5000, Consumer Services",Sport Lisboa e Benfica-Futebol Estádio do Sport Lisboa e Benfica Avenida General Norton de Matos PT-1500-313 Lisboa Portugal,http://www.slbenfica.pt
"SONAECOM,SGPS","6000, Telecommunications",Sonaecom Lugar do Espido Via Norte PT-4470-177 Maia Portugal,http://www.sonaecom.pt
FUT.CLUBE PORTO,"5000, Consumer Services",Futebol Clube do Porto - Futebol SAD Estádio do Dragão Piso 3 Nascente PT-4350-415 Porto Portugal,http://www.fcporto.pt
"J.MARTINS,SGPS","5000, Consumer Services",Jeronimo Martins SGPS SA Rua Actor Antonio Silva 7 PT-1649-033 Lisboa Portugal,http://www.jeronimomartins.com
RAMADA,"1000, BasicMaterials","Ramada Investimentos e Indústria, S.A. Rua do General Norton de Matos 68 PT-4050-424 Porto Portugal",http://www.ramadainvestimentos.pt
MARTIFER,"2000, Industrials","Martifer SGPS, S.A. Zona Industrial Apartado 17 PT-3684-001 Oliveira de Frades Portugal",http://www.martifer.pt
GALP ENERGIA-NOM,"0001, Oil & Gas",Galp Energia Torre A Rua Tomás da Fonseca PT-1600-209 Lisboa Portugal,http://www.galpenergia.com
PHAROL,"6000, Telecommunications","PHarol, SGPS S.A. Edifício Amoreiras Square Rua Joshua Benoliel 1, 2C PT-1250-133 Lisboa Portugal",http://pharol.pt/en-us
THE NAVIGATOR COMP,"1000, BasicMaterials","The Navigator Company Mitrena, Apartado 55 PO Box 55 PT-2901-861 Setúbal Portugal",http://www.thenavigatorcompany.com
SONAE,"5000, Consumer Services",Sonae Lugar do Espido Via Norte PT-4471-909 Maia Portugal,http://www.sonae.pt
EDP,"7000, Utilities","EDP &#8203;&#8203;- Energias de Portugal, S.A. Avenida 24 de Julho 12 PT-1249-300 Lisboa Portugal",https://www.edp.com/en/
B.COM.PORTUGUES,"8000, Financials","Banco Comercial Portugues, S.A. Praça D. Joao 28 PT-4000-295 Porto Portugal",https://ind.millenniumbcp.pt
