Name,产业,員工人數,网站,代表人物,總資產,成立,總部
深圳信隆健康产业发展股份有限公司,铁路、船舶、航空航天和其它运输设备制造业,,,,,,
诚志股份有限公司,,,http://www.chengzhi.com.cn,,,1998年 [1],中华人民共和国
上海晨之科信息技术有限公司,,,http://www.morningtec.cn,朱明（董事长）,,,
网站类型,,,http://www.2345.com,,,,中国 上海市 浦东新区 软件园
COLMO,家用电器,,http://colmo.com.cn,,,2018年10月 [1],中国 广东省 佛山市
三七互娱（上海）科技有限公司,,,http://www.37wan.net/,,,,中国 上海 嘉定区南翔镇银翔路655号809室
重庆三峡油漆股份有限公司,化学原料及化学制品制造业,,,,,,
三只松鼠,互联网 电商,,https://www.3songshu.com/,,,2012年2月16日 ，​7年前 ​（ 2012-02-16 ）,中华人民共和国 安徽省 芜湖市 弋江区 芜湖高新技术产业开发区久盛路8号
江苏三六五网络股份有限公司,服务业,,http://www.house365.com,董事长 ： 章海林,,2006年1月17日 [1],中华人民共和国 江苏省 南京市
万达集团,商業、文化、地產、金融,,http://www.wanda.cn/,王健林,,1988年 ( 1988 ) 中国 遼寧省 大連市,中国 北京市 朝阳区 建国路 93号 万达广场 B座
大連友誼（集團）股份有限公司,百貨零售、酒店管理及房地產開發,,,,,,
四川大通燃气开发股份有限公司,零售业,,,,,,
大族激光科技产业集团股份有限公司,制造业,9806人 [2],https://www.hanslaser.com/,董事长 ： 高云峰,,2001年9月28日,中华人民共和国 广东省 深圳市 南山区 深南大道 9988号
大华技术股份有限公司,视频监控,13000人,http://www.dahuasecurity.com,,,2001,中华人民共和国 杭州
大连冷冻机股份有限公司,普通机械制造业,,,,,,
海南大东海旅游中心股份有限公司,旅馆业,,,,,,
安徽国风塑业股份有限公司,塑料 制造业,1421人 [2],http://www.guofeng.com,董事长 ： 黄琼宜,,1998年9月23日,中华人民共和国 安徽省 合肥市 蜀山区 国家高新技术产业开发区长宁大道与铭传路交口
新疆国际实业股份有限公司,制造业、石油加工及炼焦业、炼焦业,,http://www.xjgjsy.com,法人代表：丁治平,,1999年3月28日,新疆维吾尔自治区乌鲁木齐市黄河路2号招商银行大厦11楼
国轩高科股份有限公司,制造业,,http://www.hfgxgk.com/,董事长 ： 李缜,,1995年,注册地址： 中国 江苏省 南通市 通州区 十总镇东源大道1号 办公地址： 中国 安徽省 合肥市 瑶海区 新站区岱河路599号
恒立实业发展集团股份有限公司,专用设备制造业,,http://www.hlsyfzjt.com/,,,1993年3月,岳阳市青年中路（注册地址）
深圳市物业发展(集团)股份有限公司,房地产开发,,http://www.szwuye.com.cn/,,,1983年1月17日,深圳
深圳市纺织（集团）股份有限公司,商业经纪与代理业,,http://www.chinasthc.com,法人代表：王滨,,1994年8月6日,深圳市福田区华强北路3号深纺大厦六楼
深圳经济特区房地产（集团）股份有限公司,房地产开发及商品房销售、物业租赁及管理、建筑装饰安装、商品零售及贸易、酒店及餐饮服务,,http://www.sfjt.com.cn,周建国（董事长）,,1980年1月8日,中國廣東省深圳市深房广场47楼
深圳市深宝实业股份有限公司,饮料制造业,,http://www.sbsy.com.cn,法人代表：郑煜曦,,1981年7月30日,深圳市福田区竹子林四路紫竹七道26号教育科技大厦塔楼20层南半层
深圳桑达实业股份有限公司,通信设备制造、国内商业、物资供销业,,http://www.sedind.com,法人代表：张永平,,1993年12月4日,深圳市南山区科技园科技路1号桑达科技大厦15—17楼
深圳市天地(集团)股份有限公司,制造业、非金属矿物制品业,,http://www.000023.cn,法人代表：杨国富,,1984年11月16日,深圳市高新技术产业园（北区）朗山路东物商业大楼10楼
深圳赤湾港航股份有限公司,港口,,,,,1982年,中国 深圳市 赤湾港 赤湾石油大厦
深圳赤湾石油基地股份有限公司,,,http://www.szcwh.com,郑少平,,1990年7月19日,深圳市赤湾石油大厦8楼
深圳市特力(集团)股份有限公司,能源、材料和机械电子设备批发业、汽车、摩托车及零配件批发业,,http://www.tellus.cn,法人代表：郭东日,,1986年11月10日,深圳市福田区深南中路中核大厦十五楼
深圳市振业(集团)股份有限公司,房地产开发,,,董事长：李永明,,1989年5月25日,深圳
深圳能源集團,電力,,http://www.sec.com.cn,熊佩锦 （ 董事长 兼 党委书记 ） 黄历新 （副董事长） 王平洋 （ 董事总经理 兼 党委 副书记） 龙庆祥 （ 监事会 主席兼 纪委书记 ）,,1993年 [1],中國 廣東 深圳
深圳市农产品股份有限公司,食品、饮料、烟草和家庭用品批发业,,http://www.szap.com,法人代表：何建锋,,1989年1月14日,深圳市 福田区深南大道7028号时代科技大厦13楼
深圳市国际企业股份有限公司,房地产管理业,,http://www.china-ia.com,法人代表：郑康豪,,1993年3月18日,深圳市福田区金田路2028号皇岗商务中心6楼
深圳市佳士科技股份有限公司,,,http://www.jasic.com.cn,董事长 ：潘磊,,2005年,中国 广东省 深圳市
深圳大通实业股份有限公司,房地产开发、经营，国内商业，物资供销业，兴办实业，计算机软硬件开发及销售，经营进出口业务,,http://www.chinadatong.com,法人代表：许亚楠,,1987年6月24日,深圳市福田区都市阳光名苑1栋6B
深圳南山热电股份有限公司,生产经营供电、供热，从事发电厂（站）的相关技术咨询和技术服务,,http://www.nsrd.com.cn,法人代表：杨海贤,,1990年4月6日,中国深圳市南山区华侨城汉唐大厦16、17楼
深圳中国农大科技股份有限公司,生物制品业,,http://www.cau-tech.com/,董事长：傅泽田,,1986年5月5日,深圳
深圳世纪星源股份有限公司,房地产开发,,,董事长：丁芃,,1987年7月30日,深圳
机场概览,,,,,,,
深圳市深信泰丰（集团）股份有限公司,通讯服务运营、数据与语音服务、通讯设备的研制、开发、生产与销售、软件开发、国内商业、物资供销业、进出口业务,,http://www.sxtf.com.cn,法人代表：晏群,,1982年6月1日,深圳市宝安区宝城23区大宝路风采轩5号楼社区服务中心三楼
深圳中恒华发股份有限公司,电子元器件制造业、物业租赁业,,http://www.hwafa.com.cn,法人代表：李中秋,,1992年5月1日,深圳市福田区华发北路411栋东座六层
深圳中华自行车(集团)股份有限公司,制造业、交通运输设备制造业,,http://www.cbc.com.cn,法人代表：罗桂友,,1984年8月24日,中国广东省深圳市龙华油松工业区中华工业园
海航集团有限公司,航空业，旅游业，金融服务业，房地产业，物流业,,http://www.hnagroup.com/,陈峰 （董事局主席、董事长） 谭向东 （首席执行官） 李先华（副董事长） 逯鹰（副董事长） 张岭（首席执行官）,,1998年4月16日,中国 海口 - 新海航大廈
深圳中冠纺织印染股份有限公司,制造业、纺织业,,http://www.chinaszvo.com,法人代表：胡永峰,,1984年4月1日,深圳市龙岗区葵涌镇白石岗葵鹏路26号
海隆软件,电子信息,1000（截止2010年末）,http://www.hyron.com/index.html,包叔平（ 董事長 兼 首席执行官 ）,,1989年4月,中国 上海 徐汇区 宜山路700号普天信息产业园
广州海鸥卫浴用品股份有限公司,金属制品业,,http://cn.seagullgroup.cn/,董事长 ：唐台英,,1958年,中国 广东省 广州市 番禺区 沙头街 禺山西路363号
芜湖海螺型材科技股份有限公司,建筑材料,3592人 [1],http://profile.conch.cn/,董事长 ： 万涌,,1996年10月16日 [1],中华人民共和国 安徽省 芜湖市 镜湖区 文化路39号芜湖海螺国际大酒店10-11层
海马汽车集团股份有限公司,交通运输设备制造业,,http://www.haima.com/,秦全权 、 景柱,,1992年1月,中国 海口 、 郑州 、 上海
海南海药股份有限公司,医药生物制品,,,,,,
海能达通信股份有限公司,电讯,"2,500 (2012) [1]","http://www.hytera.com,http://www.hytera.cn",陈清州（董事长兼总裁）,,1993,中国 深圳
深圳市海王生物工程股份有限公司,药品及医疗器械零售业,,http://www.neptunus.com,法人代表：张思民,,1992年12月13日,深圳市南山区郎山二路北海王技术中心科研大楼1栋
海信家電集團股份有限公司,電器 生產 及 銷售,,http://www.kelon.com/,董事長 ：湯業國 總經理 ：王士磊,,1984年 ，​34年前 ​（ 1984 ）,中国 廣東省 佛山市 順德區
海信集团有限公司,电器及电子,15776人,http://www.hisense.com/,周厚健 （董事长）,,1969年9月 ，​50年前 ​（ 1969-09 ）,中国 山东省 青岛市 市南区 东海西路 17号海信大厦
海南海德实业股份有限公司,房地产开发与经营业,,,,,,
浪潮集团,服务器 、 计算机 、 存储 、 特种计算机 、 資訊安全产品 、 网络 、 ERP 、 軟體,30000,http://www.inspur.com,孙丕恕 (董事长),,,中国 济南 高新区浪潮路1036号
杭州海康威视数字技术股份有限公司,视频监控,,http://www.hikvision.com,龚虹嘉 (创始人兼副董事长) 陈宗年 (董事长) 胡扬忠 (董事、总经理),,2001年,中華人民共和國 浙江省 杭州市
广东海印集团股份有限公司,综合类,,,董事長 ： 邵建明,,1992年,中国 广东省 广州市 越秀区 东湖西路 56-58号
泰豪集团有限公司,军工 、 电气 、 节能 环保 、 创投,,http://www.tellhow.cn/,,,1988年7月,中国
广州市浪奇实业股份有限公司,化学原料及化学制品制造业,596,http://www.lonkey.com.cn/,董事长 ：胡守斌,,1959年,中国 广东省 广州市 天河区 黄埔大道 东128号
浙江森马服饰股份有限公司,服装,,http://www.semirbiz.com/,邱光和 （ 法定代表人 ）,,1996年12月8日,中国 温州市 瓯海区 娄桥工业园南汇路98号
济南柴油机股份有限公司,普通机械制造业,,,,,,
洽洽食品股份有限公司,食品,,http://www.qiaqiafood.com,創辦人： 陳先保,,1999年,中国 安徽 合肥市 经济技术开发区莲花路1599号
泸州老窖股份有限公司,酒,,http://www.lzlj.com/,,,1950年,中国 四川 泸州
中国石化山东泰山石油股份有限公司,能源、材料和机械电子设备批发业,,,,,,
泰复实业股份有限公司,专用设备制造业,,,,,,
沈阳机床集团有限责任公司,机械制造业,1.8万人,http://www.smtcl.com/,董事长： 关锡友,,1995年12月,沈阳
河北鋼鐵集團有限公司,鋼鐵,13萬人,http://www.hbisco.com/,董事長 、 總經理 、黨委副 書記 ： 于勇 黨委書記、副董事長：彭兆豐,,2008年,中國 河北 石家莊
泛海控股股份有限公司,国内外投资开发项目，房地产业务及物业管理，资产管理，建筑设备、建筑装饰材料的购销，自有物业租赁,,http://www.fhjs.cn,董事长：韩晓生,,1989年5月9日,北京市东城区建国门内大街28号民生金融中心C座22层
沙河实业股份有限公司,房地产开发经营、国内商业、物资供销业、兴办实业,,http://www.shahe.cn/,法人代表 ：杨建达,,1991年12月20日,深圳市南山区沙河商城七楼
沈阳机床股份有限公司,普通机械制造业,,http://www.smtcl.com/,董事长： 关锡友,,1996年7月18日,沈阳
广东汤臣倍健生物科技股份有限公司,奶制品,,,,,2005年10月,中国 广东省广州市萝岗区科学城科学大道中99号科汇金谷3街3号
江门甘蔗化工厂（集团）股份有限公司,综合类,,,,,,
江西黑貓炭黑股份有限公司,製造與銷售業,"2,326人 [4]",http://www.jx-blackcat.com/,董事長 ：蔡景章 總經理 ：陳文星,,2001年7月12日,中國 江西省 景德鎮市 昌江區 歷堯村
江铃汽车股份有限公司,汽车制造,,http://www.jmc.com.cn,,,1993年,中国 江西省 南昌市
江苏国信,,"3,940人（2017年）",http://www.jsgx.net/jsgxgf,浦宝英 （董事长） 王晖 （监事会主席） 李宪强 [3] （总经理兼党支部书记）,,2003年6月16日 [1] [2],中國江苏省南京市 玄武区
湖南江南红箭股份有限公司,普通机械制造业,,,,,,
汉鼎信息科技股份有限公司,信息化 、 智能化,300人（2012年）,http://www.hakim.com.cn/,,,2002年,中国 浙江 杭州
安徽江南化工股份有限公司,制造业,,http://www.ahjnhg.com/,董事长 ： 郭曙光,,1998年,中国 安徽省 宣城市 宁国市 港口镇 分界山
汉王科技股份有限公司,电子业,,"http://www.hanwang.com.cn,http://www.hanvon.com/",刘迎建（总裁）,,1998年,北京市海淀区东北旺西路8号中关村软件园5号楼汉王大厦3层
四川汇源光通信股份有限公司,通信服务业,,,,,,
黄山永新股份有限公司,轻工 制造业,1900余人 [3],http://www.novel.com.cn,董事长 ： 孙毅,,2001年9月28日 [1],中华人民共和国 安徽省 黄山市 徽州区 徽州东路188号
福建永安林业（集团）股份有限公司,A03,,,,,,
民生投资管理股份有限公司,零售业,,,,,,
比亚迪股份有限公司,手機 充電池 ； 汽车 ； 汽车配件,,"http://www.byd.cn,http://www.bydauto.com",,,1995年,中华人民共和国 廣東省 深圳市 坪山區
武汉武商集团股份有限公司,零售业,,http://www.wushang.com.cn/,,,,
丹东欣泰电气股份有限公司,用电设备和技术解决方案,,http://www.xintaidianqi.com/,,,,中国
欢瑞世纪(东阳)影视传媒有限公司,厨房、卫生间用具及日用杂货批发,[1],http://www.hrcp.cn/office.php,钟君艳（董事长） 赵枳程（董事兼总经理） 洪丹丹（监事） 王玲（董事） 陈宋生（董事） 张俊平（监事会主席） 庄炜（董事） 陈亚兰（职工代表监事）,,1997年11月16日 ，​21年前 ​（ 1997-11-16 ） 重庆市涪陵区人民东路50号,重庆市涪陵区人民东路50号
安徽楚江科技新材料股份有限公司,有色金属 加工,4315人 [1],http://www.ahcjxc.com/,董事长 ： 姜纯,,2002年10月10日 [1],中国 安徽省 芜湖市 鸠江区 龙腾路88号
重庆桐君阁股份有限公司,医药制造业,,,,,,中国 重庆
东北电气发展股份有限公司,电器机械及器材制造业,,,,,,
山東晨鳴紙業集團股份有限公司,造紙,,http://www.chenmingpaper.com/,董事長 ：陳洪國,,1996年,中國 山東 壽光
暴风集团股份有限公司,互聯網 服務 视频分享网站,,http://www.baofeng.com/,,,,
方大集团股份有限公司,制造业、建筑用金属制品业、金属制品业,,http://www.fangda.com,法人代表：熊建明,,1995年12月13日,中华人民共和国深圳市南山区西丽龙井方大城科技大楼
昆明百货大楼（集团）股份有限公司,批发和零售贸易,,,,,,
深圳新都酒店股份有限公司,旅馆业、自有物业出租,,http://www.szcphotel.com,法人代表：李聚全,,1990年3月8日,深圳市春风路1号新都酒店24楼
珠海格力電器股份有限公司,電器,,http://www.gree.com.cn/,董事長 ： 董明珠 總裁 ：董明珠,,1989年 ，​30年前 ​（ 1989 ）,中国大陆 广东省 珠海市 香洲区 前山 金鸡西路
新蛋公司,电子计算机 硬件 软件 消费电子产品 制成品,"2,500 (2016) [2]","https://www.newegg.com/,http://www.newegg.cn/",Fred Chang (全球 CEO ),,2001年 ，​18年前 ​（ 2001 ）,"U.S. 工业市 (加利福尼亚州) （ 英语 ： City of Industry, California ）"
新大洲控股股份有限公司,交通运输设备制造业,,,,,,
新时代证券股份有限公司,金融业,,http://xsdzq.cn/,,,2003年6月 ，​16年前 ​（ 2003-06 ）,中国 北京市
新华联不动产股份有限公司,房地产开发与经营业,,,,,,
新华都实业集团股份有限公司,零售业,,http://www.nhd-mart.com/,董事长 ：金志国,,2004年,中国 福建省 福州市 五四路162号
攀钢集团钢铁钒钛股份有限公司,黑色金属冶炼及压延加工业,,,,,,
斯太尔动力,,105 (2009) [3],http://www.steyr-motors.com,[1],,2001,奥地利 施泰尔
攀鋼集團釩鈦資源股份有限公司,鋼鐵 、 釩 生產,,http://www.pgsv.com/,,,1993年,中國 四川 攀枝花
摩登大道时尚集团股份有限公司,服装 零售业,,http://www.modernavenuegroup.com/index.html,董事长 ：林永飞,,2002年,中国 广东省 广州市 天河区 黄埔大道 西638号富力科讯大厦1310房
北京探路者户外用品股份有限公司,户外用品,,http://www.toread.com.cn/,盛发强,,1999年,中国 北京市 昌平区 回龙观镇 金燕龙大厦 305室
振兴生化股份有限公司,医药制造业,,,法人代表：史跃武,,1993年12月 [1],太原市长治路227号高新国际大厦16层
中国振华(集团)科技股份有限公司,制造业,8805人（2016年） [1],http://www.czst.com.cn/,法人代表 ： 杨林,,1997年6月26日 [1],中华人民共和国 贵州省 贵阳市 乌当区 新添大道北段268号
招商局地產控股股份有限公司,房地產,,http://www.cmpd.cn/,董事長 ：林少斌,,1984年,中國 廣東 深圳
慈文传媒集团股份有限公司,電影 與 電視劇 製作和發行、藝人管理,,http://www.ciwen.com.cn,马中骏,,2000年,北京
德赛集团,,,http://www.desay.com,,,1983年,中国 广东省 惠州市 惠城区
深圳市怡亚通供应链股份有限公司,供应链,,,,,,中国
烟台张裕集团有限公司,酒,,http://www.changyu.com.cn/,,,1892年,中国 山东省 烟台市
张家界旅游集团股份有限公司,旅游业,,,,,,
深圳市德赛电池科技股份有限公司,制造业、电器机械及器材制造业,,http://www.desaybattery.com,法人代表：刘其,,1984年9月4日,深圳市南山区高新科技园南区高新南一道德赛科技大厦26楼
北京弘高创意建筑设计股份有限公司,高级建筑装饰设计与施工,,http://www.honggao.com.cn/,,,1993年10月,中国
西安开元投资集团股份有限公司,批发和零售贸易,,,,,,
河北建投能源投资股份有限公司,电力、蒸汽、热水的生产和供应业,,,,,,
深圳市康达尔（集团）股份有限公司,制造业、食品加工业、粮食及饲料加工业,,http://www.kondarl.com,法人代表：罗爱华,,1994年9月17日,深圳市罗湖区深南东路1086号集浩大厦二、三楼
深圳市广聚能源股份有限公司,能源、材料和机械电子设备批发业,,http://www.gj000096.com,法人代表：张桂泉,,1999年2月18日,深圳市南山区海德三道天利中央商务广场22楼
广州市广百股份有限公司,百货零售业务,,http://www.grandbuy.com.cn,,,1990年,中国 广东省 广州市 越秀区 西湖路 12号
广州广电运通金融电子股份有限公司,专用设备制造业,,http://www.grgbanking.com/,董事长 ：黄跃珍,,1999年,中国 广东省 广州市 萝岗区 科学城 科林路9号
广东广弘控股股份有限公司,屠宰及肉类蛋类加工业,,,董事长 ：聂周荣,,1992年,中国 广东省 广州市 天河区 广州大道 北路520号
康佳集团股份有限公司,电子电器制造业、 房地产 开发,"17,822人（2017年）",http://www.konka.com/,董事局主席 、 党委书记 ： 刘凤喜 总裁 ：周彬,,1980年5月21日 ，​39年前 ​（ 1980-05-21 ）,中国 广东省 深圳市 南山区 粤海街道 科技园 科技南十二路28号康佳研发大厦15-24层
類型,,,,,,,
广州恒运企业集团股份有限公司,电力生产业,,http://58.62.125.197:8080//,董事長 、 党委书记 ：郭晓光,,1987年,中国 广东省 广州市 萝岗区 西基工业区西基路
广州东凌粮油股份有限公司,植物油加工业,545,http://www.dongling.cn/cn/index.aspx,董事長 ：侯勋田,,1998年,中国 广东省 广州市 南沙区 万顷沙镇 红安路3号
天津广宇发展股份有限公司,房地产开发与经营业,,,,,,
广夏(银川)实业股份有限公司,生物制品业,,,,,,
广发证券股份有限公司,综合类证券公司,,http://www.gf.com.cn,,,1991年,中国 广东省 广州市 天河区 天河北路 183-187号 大都会广场43楼(4301-4316房)
广东电力发展股份有限公司,电力、蒸汽、热水的生产和供应业,,,,,,
广东宝利来投资股份有限公司,信息技术,,,董事长：周瑞堂,,1998年10月11日,深圳
常柴股份有限公司,普通机械制造业,,,,,,
广东万家乐股份有限公司,电器机械及器材制造业,,,,,,
山東墨龍石油機械股份有限公司,石油 機械,,http://www.molonggroup.com/,董事長 ：張恩榮,,1987年,中國 山東 壽光
石家庄常山北明科技股份有限公司,综合性IT解决方案和云计算服务,,http://www.changshantex.com,法人代表：汤彰明,,1998年12月29日,河北省石家庄市和平东路183号
川化股份有限公司,化学原料及化学制品制造业,,http://www.scwltd.com,法人代表：陈晓军,,1997年10月20日,四川省成都市青白江区大弯镇团结路311号
